106.342675          0.018807
108.581387          0.018419
110.867227          0.018040
113.201189          0.017668
115.584285          0.017303
118.017549          0.016947
120.502038          0.016597
123.038830          0.016255
125.629027          0.015920
128.273752          0.015592
130.974153          0.015270
133.731403          0.014955
136.546698          0.014647
139.421260          0.014345
142.356338          0.014049
145.353204          0.013760
148.413159          0.013476
151.537532          0.013198
154.727680          0.012926
157.984985          0.012659
161.310864          0.012398
164.706758          0.012143
168.174142          0.011892
171.714520          0.011647
175.329431          0.011407
179.020442          0.011172
182.789156          0.010942
186.637208          0.010716
190.566268          0.010495
194.578043          0.010279
198.674273          0.010067
202.856737          0.009859
207.127249          0.009656
211.487663          0.009457
215.939872          0.009262
220.485809          0.009071
225.127446          0.008884
229.866798          0.008701
234.705922          0.008521
239.646918          0.008346
250.000000          0.008000

